age,marital,housing,duration,y
31,single,no,285,no
36,single,yes,163,no
51,married,yes,229,no
40,married,no,53,no
55,divorced,yes,164,no
25,single,no,104,no
47,married,no,85,no
44,married,yes,1263,yes
38,married,yes,178,no
50,married,yes,12,no
27,single,no,99,no
33,single,no,153,no
55,married,yes,232,no
59,married,no,135,no
46,married,yes,396,yes
37,married,yes,1125,yes
28,single,yes,637,yes
32,single,unknown,155,no
42,single,yes,218,no
33,single,no,240,no
33,single,no,164,no
32,divorced,no,102,no
43,married,no,287,no
34,married,no,371,no
46,single,no,824,no
44,married,no,473,yes
23,single,no,250,yes
38,married,yes,157,no
59,married,no,464,no
32,married,yes,160,no
50,married,yes,167,no
76,married,yes,258,no
66,married,no,525,yes
41,married,no,91,no
39,single,no,370,no
30,married,no,142,no
32,single,no,96,yes
49,married,no,189,no
27,married,yes,72,no
37,married,no,292,yes
55,married,no,307,yes
38,married,yes,512,no
32,single,no,119,no
41,divorced,yes,229,no
33,married,no,188,no
48,married,no,22,no
32,married,no,348,no
46,divorced,no,60,no
38,divorced,no,201,no
33,single,no,162,no
23,married,yes,259,no
43,married,yes,727,no
34,married,yes,276,no
50,married,yes,67,no
30,married,no,122,no
30,single,yes,248,yes
44,married,yes,41,no
51,married,yes,841,yes
40,divorced,yes,685,yes
19,single,yes,396,yes
25,married,yes,294,yes
36,married,yes,73,no
40,married,yes,246,no
27,single,yes,431,yes
47,divorced,no,178,no
56,married,yes,130,no
52,married,yes,483,no
46,married,no,83,no
28,married,no,371,no
34,single,no,957,yes
31,single,yes,456,no
27,single,yes,204,yes
35,divorced,yes,130,no
55,married,no,94,no
44,married,no,65,no
32,married,no,546,no
56,divorced,no,287,no
34,married,no,467,yes
40,married,no,337,no
37,single,yes,89,no
27,married,no,466,no
23,single,no,208,no
41,married,no,314,no
36,single,yes,243,no
37,married,no,902,yes
30,single,yes,57,no
44,divorced,yes,394,no
39,married,no,157,no
56,single,yes,290,no
37,married,yes,149,no
27,single,no,622,no
36,single,no,76,no
38,married,no,62,no
54,married,yes,311,no
35,divorced,yes,433,no
34,married,yes,474,no
29,single,yes,94,no
50,married,no,205,no
24,married,yes,385,no
28,single,yes,186,no
36,married,yes,529,no
33,married,no,593,yes
46,divorced,yes,276,no
35,married,yes,405,no
54,divorced,yes,44,no
47,married,yes,43,no
34,single,no,120,no
54,married,no,222,no
55,married,yes,73,no
48,divorced,yes,191,no
30,married,yes,1294,yes
34,married,no,104,no
25,single,no,338,no
44,married,yes,339,no
24,single,no,320,no
26,single,no,242,yes
45,married,no,829,no
52,divorced,yes,100,no
51,married,no,28,no
49,married,no,771,no
33,single,yes,294,no
34,single,yes,167,yes
32,married,yes,181,no
30,divorced,yes,48,no
49,married,no,270,no
38,single,yes,193,no
42,married,no,377,yes
24,single,no,131,no
60,married,no,95,no
32,single,yes,253,yes
36,married,yes,272,no
30,married,yes,80,no
37,single,no,37,no
54,married,no,59,no
37,married,unknown,294,yes
26,single,no,802,yes
49,married,no,387,yes
54,divorced,no,62,no
31,single,yes,301,no
31,divorced,unknown,262,no
45,divorced,yes,980,yes
38,married,yes,51,no
43,married,no,129,no
47,married,yes,170,no
37,single,yes,144,no
28,single,yes,370,no
29,married,no,851,no
46,married,yes,459,no
30,single,no,1147,no
40,divorced,no,155,no
30,married,yes,911,yes
50,divorced,yes,132,no
45,married,no,91,no
45,married,no,229,no
32,single,yes,165,no
46,married,no,134,no
30,single,yes,82,no
35,married,yes,132,no
40,single,no,487,no
47,married,unknown,15,no
47,single,yes,247,no
31,married,no,880,yes
36,single,yes,1877,yes
35,single,yes,150,no
43,divorced,yes,618,yes
46,divorced,yes,22,no
50,married,no,77,no
32,married,no,1224,no
58,married,yes,598,no
32,single,yes,1871,no
36,married,yes,120,no
29,single,no,708,no
52,married,yes,535,no
43,married,yes,261,no
44,married,no,472,no
32,married,yes,123,no
53,married,yes,673,no
43,married,no,24,no
30,single,yes,83,no
34,single,yes,125,no
58,married,yes,254,no
58,married,yes,232,no
39,married,no,160,no
37,single,yes,189,no
62,married,no,73,no
24,single,no,486,no
41,married,yes,300,no
34,married,yes,280,no
46,married,no,87,no
35,single,no,98,no
33,married,no,85,no
34,single,yes,39,no
30,single,yes,2621,yes
45,married,yes,202,no
54,married,yes,289,no
42,married,yes,300,no
52,married,yes,295,no
38,married,no,219,no
46,married,no,134,no
24,single,yes,199,no
34,single,yes,113,no
59,married,yes,1448,yes
36,married,yes,25,no
59,married,no,232,no
37,divorced,no,66,no
49,married,no,76,no
43,married,yes,47,no
35,married,no,349,no
39,single,no,164,no
33,single,yes,238,no
33,married,yes,83,no
38,married,no,113,no
47,married,yes,101,no
58,divorced,yes,168,no
34,married,yes,195,no
39,married,no,32,no
32,married,yes,267,no
24,single,yes,722,no
45,divorced,yes,572,no
47,married,no,73,no
46,married,yes,69,no
37,married,no,114,no
41,married,yes,58,no
47,married,yes,795,no
55,married,yes,585,yes
36,married,no,8,no
32,married,no,245,no
34,married,no,82,no
49,married,yes,40,no
45,married,no,164,no
50,married,unknown,356,no
39,married,no,207,no
28,single,no,489,no
43,married,no,618,yes
35,divorced,yes,406,no
51,married,yes,228,yes
52,married,yes,243,no
46,married,yes,258,no
37,unknown,no,34,no
27,single,no,146,no
56,married,yes,75,no
48,divorced,no,65,no
35,divorced,no,521,no
43,married,yes,28,no
35,married,yes,106,no
33,single,no,144,no
32,married,yes,81,no
31,divorced,yes,104,no
48,married,no,425,no
28,single,yes,58,no
49,married,yes,212,no
51,married,yes,526,yes
45,married,no,18,no
48,married,no,344,no
50,single,yes,88,no
48,married,no,139,no
37,unknown,no,199,no
34,divorced,yes,109,no
44,married,yes,55,no
55,divorced,no,85,no
44,married,no,203,no
37,married,no,88,no
32,single,no,24,no
32,married,no,331,no
47,married,yes,168,no
30,single,yes,502,yes
31,married,no,187,no
41,married,yes,66,no
32,married,no,174,no
37,single,yes,540,no
33,married,yes,409,no
24,single,no,133,no
65,single,no,88,yes
51,divorced,no,40,no
45,married,no,427,no
51,married,no,80,no
31,divorced,yes,522,no
38,married,no,1788,yes
36,married,yes,68,no
30,single,yes,90,no
52,married,yes,454,no
46,married,yes,313,no
26,single,yes,11,no
42,married,yes,270,no
28,married,no,352,no
38,married,no,79,no
31,single,yes,113,no
40,married,yes,66,no
30,married,yes,195,no
29,married,no,105,no
31,married,no,161,no
51,married,yes,96,no
35,single,no,308,no
51,divorced,no,215,no
43,married,no,84,no
58,married,no,127,no
35,married,no,203,no
42,married,no,304,no
46,married,no,421,no
61,married,no,190,no
30,married,yes,495,no
38,married,no,121,no
55,divorced,yes,127,no
48,married,no,407,no
35,married,unknown,71,no
42,married,no,981,no
47,single,no,10,no
28,single,yes,466,no
45,married,yes,80,no
30,single,yes,201,no
31,single,yes,45,no
45,divorced,yes,124,no
31,married,yes,303,no
39,married,yes,72,no
35,divorced,yes,163,no
42,married,yes,103,no
44,married,no,217,no
34,single,yes,118,no
34,married,no,183,no
38,married,yes,207,yes
29,single,no,144,no
48,married,yes,119,no
32,married,no,994,no
34,married,yes,96,no
48,divorced,yes,92,no
56,married,no,83,no
55,divorced,no,67,no
26,single,no,95,no
29,single,no,267,no
42,married,no,332,no
46,divorced,no,423,no
57,married,yes,402,no
47,divorced,yes,94,no
51,married,no,73,no
42,single,no,295,no
52,married,no,227,no
39,single,no,47,no
34,married,no,178,no
46,married,yes,182,yes
47,married,yes,240,no
53,married,unknown,747,no
30,single,no,56,no
52,divorced,yes,342,no
55,married,yes,45,no
36,single,no,163,no
28,single,no,82,no
34,divorced,yes,296,no
45,single,yes,133,no
41,single,no,296,no
35,single,yes,114,no
36,married,no,159,no
35,single,no,250,no
34,single,no,464,yes
29,single,no,54,no
42,married,yes,178,no
55,divorced,yes,47,no
47,divorced,yes,147,no
29,married,yes,120,no
38,married,unknown,188,no
44,married,yes,64,no
37,married,yes,262,no
33,married,yes,239,no
57,divorced,yes,256,no
44,married,no,127,no
36,single,no,214,no
36,married,yes,98,no
21,single,yes,172,no
34,married,no,278,no
30,single,no,212,no
45,married,no,208,no
30,married,no,132,no
22,single,no,192,yes
39,married,yes,206,no
32,married,no,463,no
60,married,no,333,no
46,married,yes,128,no
28,single,yes,252,no
34,single,yes,8,no
36,divorced,yes,422,no
54,married,yes,175,no
33,married,yes,26,no
41,single,no,93,no
31,married,yes,22,no
28,married,yes,124,no
49,married,no,66,no
36,single,no,305,no
31,single,yes,114,no
37,married,yes,97,no
38,married,yes,339,no
56,married,yes,39,no
39,married,no,131,no
26,single,yes,1003,yes
29,single,yes,144,no
41,single,no,253,no
21,single,no,362,yes
31,single,yes,254,no
38,married,no,314,no
52,married,yes,323,no
47,single,no,408,no
45,divorced,no,176,no
27,married,no,572,no
27,married,yes,79,no
39,divorced,yes,105,no
49,married,no,66,no
41,married,no,133,no
49,single,no,57,no
58,married,yes,158,no
53,divorced,no,290,no
48,single,yes,434,yes
54,married,no,71,no
33,single,yes,143,no
31,divorced,yes,259,no
34,married,yes,44,no
61,divorced,yes,268,yes
86,single,no,955,yes
27,single,no,377,no
29,single,no,272,no
44,married,no,125,no
43,married,yes,101,no
40,single,yes,8,no
32,married,no,47,no
30,single,yes,182,no
51,married,yes,426,yes
33,married,no,78,no
34,divorced,yes,263,no
52,married,yes,219,yes
45,married,no,124,no
28,single,no,720,yes
49,married,yes,182,no
36,married,no,147,no
60,married,yes,324,no
31,married,no,326,no
46,divorced,yes,14,no
38,married,no,229,no
25,single,yes,574,yes
48,married,no,66,no
51,married,no,122,no
45,married,yes,177,no
50,married,yes,179,no
38,married,no,111,no
47,married,unknown,441,no
47,single,yes,318,no
42,married,yes,154,no
29,single,yes,243,no
46,married,yes,396,yes
39,married,no,85,no
60,married,yes,59,no
33,married,no,257,yes
46,married,yes,1503,yes
33,married,yes,70,no
43,single,yes,181,no
46,married,no,348,no
45,married,yes,27,no
41,married,yes,15,no
29,married,no,145,no
39,single,no,411,no
37,married,no,212,no
59,married,no,198,yes
33,married,yes,144,no
29,single,no,308,no
32,married,no,172,no
38,single,yes,239,no
32,single,no,197,no
31,unknown,no,170,no
50,married,no,67,no
35,single,yes,111,no
32,single,yes,54,no
47,married,no,136,no
49,married,no,503,no
57,married,yes,850,no
44,divorced,yes,158,no
25,single,yes,64,no
30,divorced,yes,366,no
51,married,no,87,no
47,single,yes,78,no
31,married,yes,46,no
38,married,yes,63,no
33,married,no,166,no
41,divorced,yes,36,no
42,married,yes,345,no
56,divorced,yes,98,no
46,married,no,270,no
40,married,no,119,no
42,married,no,137,no
35,married,yes,231,yes
29,married,yes,155,no
28,married,no,240,no
31,married,no,185,no
52,married,yes,248,no
43,married,yes,128,no
35,married,no,107,no
34,married,no,8,no
38,married,no,431,no
29,single,yes,180,no
48,married,no,262,no
31,single,yes,404,yes
39,married,no,189,no
35,single,yes,57,no
39,married,yes,68,no
42,married,yes,3078,no
50,married,yes,264,no
25,single,yes,263,no
38,married,yes,192,no
29,single,yes,528,no
52,married,yes,162,no
36,married,yes,314,no
39,married,no,294,no
57,married,no,92,no
25,single,yes,217,no
42,married,yes,51,no
48,married,yes,903,yes
38,married,no,151,no
30,single,no,307,no
27,single,yes,137,no
38,single,yes,321,no
25,single,yes,358,no
32,married,yes,127,no
26,single,yes,104,no
39,married,yes,150,no
35,married,yes,440,no
28,single,yes,185,no
36,married,yes,84,no
36,married,no,105,no
32,single,yes,1199,yes
46,divorced,yes,201,no
26,single,no,449,yes
36,single,yes,305,no
30,married,no,180,no
40,married,yes,322,no
42,married,no,127,no
64,married,no,205,yes
46,divorced,yes,330,no
53,married,no,404,no
43,single,no,139,no
47,married,yes,207,no
51,married,yes,596,yes
54,married,yes,86,no
37,married,yes,423,no
24,single,yes,530,no
43,married,yes,152,no
48,married,no,1061,yes
33,married,no,16,no
30,married,no,220,no
41,married,yes,206,no
25,divorced,yes,214,no
48,married,yes,217,no
32,married,no,85,no
49,married,no,431,no
43,single,no,289,no
40,divorced,yes,65,no
37,married,yes,245,no
30,married,no,141,no
34,married,yes,317,no
35,married,yes,90,no
25,single,no,299,no
50,married,yes,119,no
29,single,no,297,no
70,married,no,86,no
42,single,no,128,no
57,married,yes,376,no
45,married,no,46,no
71,single,no,120,no
44,married,no,153,no
44,married,no,626,no
57,single,yes,72,no
33,divorced,no,107,no
30,single,yes,121,no
27,single,no,124,no
48,married,yes,269,yes
49,divorced,yes,347,no
40,married,no,815,yes
44,single,no,84,no
35,married,yes,228,no
31,single,yes,338,no
26,single,no,482,no
35,married,yes,92,no
35,single,yes,301,no
29,single,yes,164,no
32,married,yes,188,no
60,married,yes,133,yes
53,married,yes,92,no
52,married,yes,173,no
48,divorced,yes,173,no
27,single,no,156,no
31,married,yes,113,no
42,married,yes,227,no
45,married,yes,349,no
40,married,yes,296,no
37,divorced,yes,23,no
50,married,yes,82,no
56,married,no,582,yes
68,married,no,420,yes
53,divorced,yes,177,no
30,married,unknown,137,no
46,married,yes,104,no
35,single,no,152,no
35,married,yes,60,no
38,married,yes,237,no
59,married,yes,166,no
39,divorced,no,222,yes
54,married,yes,184,no
55,married,yes,129,no
29,married,yes,122,no
37,married,yes,179,no
40,married,no,11,no
32,married,no,11,no
38,married,no,122,no
30,married,no,706,no
57,married,no,231,no
37,married,yes,365,no
37,married,no,377,no
31,single,yes,101,no
26,single,no,461,no
52,married,no,877,no
35,divorced,yes,536,no
55,married,no,44,no
58,married,yes,103,no
41,married,no,370,no
59,married,yes,101,no
43,single,no,312,no
31,married,yes,87,no
29,married,unknown,113,no
56,married,no,403,no
47,married,yes,74,no
29,single,yes,40,no
41,married,no,88,no
50,married,no,189,no
50,married,no,84,no
57,single,no,139,no
28,single,yes,253,no
43,married,no,997,yes
35,married,no,156,no
25,married,no,112,no
80,married,yes,78,no
54,married,yes,281,no
34,single,no,84,no
25,single,yes,8,no
33,single,yes,468,no
30,single,yes,399,no
52,single,no,321,no
50,divorced,yes,335,no
39,married,no,249,no
34,married,no,248,no
41,married,yes,302,no
38,married,yes,13,no
31,divorced,yes,61,no
49,married,yes,182,no
32,married,no,82,no
43,married,no,246,no
32,divorced,yes,324,no
33,single,no,365,no
30,married,yes,599,no
58,married,yes,342,yes
58,married,yes,107,no
32,married,no,274,no
35,married,no,49,no
38,divorced,no,278,no
51,married,yes,1254,no
33,single,yes,509,no
29,single,yes,62,no
40,married,yes,374,no
30,single,no,113,no
42,married,yes,243,no
51,married,yes,360,no
43,single,no,165,no
47,married,no,252,no
40,married,no,130,no
43,married,no,609,yes
41,married,yes,713,no
35,married,yes,26,no
37,married,no,210,no
46,married,yes,194,no
32,married,unknown,108,no
36,married,no,207,no
40,divorced,yes,217,no
42,married,yes,108,no
42,married,yes,267,no
43,divorced,no,90,no
40,married,no,59,no
41,single,yes,1056,no
26,single,no,331,no
43,married,yes,227,no
52,married,yes,27,no
48,single,no,808,no
37,single,yes,43,no
30,single,no,10,no
25,single,yes,157,no
52,single,unknown,124,no
59,divorced,no,92,no
29,single,no,198,no
69,married,yes,400,no
43,married,yes,48,no
33,single,yes,111,no
39,married,yes,82,no
31,single,no,258,no
33,married,yes,861,no
46,married,no,203,no
30,single,no,71,no
41,married,yes,223,no
42,married,yes,301,no
34,married,yes,66,no
27,single,yes,593,no
49,single,yes,167,no
35,married,no,597,yes
38,married,yes,124,no
30,married,yes,395,no
32,single,yes,158,no
36,single,yes,148,no
35,married,no,520,no
27,married,no,669,yes
44,married,no,70,no
27,single,yes,158,no
36,married,yes,113,no
29,married,no,215,no
39,married,yes,138,no
60,married,yes,62,no
68,married,yes,383,no
33,single,yes,195,no
39,divorced,yes,433,no
35,married,yes,92,no
45,married,yes,523,no
38,divorced,yes,256,no
49,married,no,298,no
32,married,yes,711,no
45,married,no,623,no
30,married,yes,231,no
24,single,no,640,no
34,single,no,36,no
39,single,no,219,no
37,married,no,163,no
32,married,no,226,no
25,single,yes,77,no
43,married,yes,285,no
56,divorced,no,221,no
29,married,yes,306,no
32,married,yes,117,no
57,married,no,76,no
40,married,yes,549,no
28,married,yes,289,no
31,single,no,533,no
45,divorced,no,231,no
36,married,no,445,no
43,married,no,113,no
48,married,yes,160,no
49,married,yes,133,no
62,divorced,yes,129,no
38,divorced,unknown,1120,yes
35,married,no,157,no
44,married,yes,96,no
36,divorced,yes,226,no
47,married,yes,624,no
58,married,no,92,yes
40,single,no,490,no
71,married,yes,236,no
46,married,no,124,no
57,single,yes,33,no
55,married,yes,384,no
41,married,no,21,no
30,married,yes,427,yes
32,single,yes,114,no
30,married,yes,136,no
30,married,yes,55,no
56,married,yes,374,no
31,divorced,no,330,no
27,single,yes,182,no
50,married,yes,329,no
31,divorced,yes,119,no
48,married,no,332,no
51,married,no,72,no
42,single,no,579,no
36,married,yes,513,no
38,married,no,456,no
30,married,no,221,no
56,married,no,580,no
33,single,yes,63,no
39,married,yes,26,no
39,married,no,240,no
75,married,no,153,no
36,divorced,no,286,no
56,married,no,24,no
31,single,no,52,no
46,married,no,886,no
43,married,no,109,no
33,married,yes,88,no
39,divorced,no,106,no
65,married,yes,253,no
48,married,no,340,no
37,married,no,253,no
32,married,no,101,no
34,single,no,136,no
21,single,no,68,no
36,single,no,94,no
34,married,yes,132,no
27,married,yes,285,no
51,married,no,289,no
40,married,no,85,no
32,single,yes,85,no
53,married,no,177,no
35,single,no,118,no
38,single,yes,187,no
29,married,no,455,no
27,single,yes,747,no
40,married,yes,534,no
30,divorced,yes,34,no
39,married,yes,86,no
46,single,yes,93,no
38,single,no,118,no
30,single,no,254,no
55,married,yes,285,no
38,single,yes,118,no
53,married,no,133,no
47,married,no,1001,no
30,married,no,679,no
28,single,no,72,no
58,married,yes,121,no
28,married,no,364,no
38,married,no,346,no
26,married,no,135,no
52,married,yes,43,no
32,single,yes,479,no
59,married,no,37,no
45,married,yes,144,no
64,married,no,1804,no
37,married,yes,266,no
26,single,yes,134,no
32,married,no,147,no
33,single,yes,324,no
38,single,yes,420,yes
30,single,no,151,no
42,divorced,no,13,no
34,divorced,no,466,no
60,divorced,yes,202,no
43,married,yes,209,no
42,married,yes,528,no
34,married,yes,750,no
37,single,no,102,no
59,married,no,295,yes
58,married,yes,103,no
28,single,yes,91,no
43,married,no,697,no
37,single,yes,224,yes
53,married,no,314,no
36,single,no,155,no
34,married,yes,210,no
29,single,yes,125,no
35,married,no,200,no
45,married,yes,98,no
30,married,yes,225,no
25,single,yes,300,no
32,divorced,no,827,yes
35,single,yes,53,no
25,single,no,350,no
34,divorced,no,185,no
51,married,no,187,no
54,married,no,98,no
39,married,no,88,no
42,married,no,361,no
66,married,no,489,no
55,married,no,209,no
27,married,yes,205,no
41,married,yes,241,no
51,married,unknown,228,no
36,married,yes,313,no
49,married,yes,15,no
31,single,no,264,no
33,married,no,145,no
43,married,yes,134,no
24,single,no,73,no
35,married,no,717,no
70,married,no,111,no
31,married,yes,443,no
41,married,yes,462,no
37,married,no,252,no
40,single,yes,179,no
51,married,no,113,no
29,single,no,609,no
37,married,yes,218,no
57,divorced,no,283,no
44,married,yes,201,no
35,married,no,257,no
29,single,yes,340,no
43,single,yes,207,no
50,married,unknown,193,no
37,married,yes,124,no
39,married,yes,217,no
48,divorced,no,88,no
55,married,no,385,no
36,married,yes,194,no
27,single,yes,336,no
42,married,no,204,no
43,single,no,24,no
38,married,yes,388,no
38,single,no,654,yes
39,single,yes,83,no
32,married,yes,357,no
37,married,no,80,no
43,married,yes,65,no
20,single,no,98,no
36,married,yes,175,no
48,married,yes,517,no
33,married,yes,272,yes
45,married,no,17,no
46,married,yes,92,no
25,single,yes,218,no
43,divorced,yes,813,no
40,married,yes,90,yes
31,single,yes,57,no
38,divorced,yes,279,no
38,married,unknown,473,yes
36,married,yes,4,no
36,married,no,153,no
27,single,yes,94,no
39,divorced,yes,363,no
24,single,yes,222,no
39,single,yes,44,no
35,single,yes,179,no
27,single,yes,5,no
34,single,no,90,no
60,married,no,310,no
34,married,no,227,no
38,married,yes,283,no
53,married,unknown,135,no
53,divorced,yes,165,no
36,married,yes,178,no
43,divorced,no,974,no
40,married,no,73,no
31,single,yes,183,yes
35,married,no,225,no
45,married,yes,262,no
53,married,no,10,no
29,single,yes,895,no
44,married,yes,181,no
56,married,yes,252,no
45,married,no,220,no
49,married,no,139,no
51,divorced,yes,70,no
38,married,yes,155,no
58,single,no,113,no
56,married,unknown,272,no
50,married,no,650,no
27,single,yes,160,no
43,married,yes,132,no
46,married,no,249,no
26,single,yes,407,yes
24,married,yes,298,no
58,married,yes,65,no
30,married,yes,249,no
30,single,no,92,no
48,married,no,302,no
30,single,no,272,no
54,married,yes,43,no
34,married,no,18,no
51,married,yes,180,no
48,married,yes,85,no
29,single,yes,2129,no
33,divorced,no,1867,yes
85,divorced,yes,321,yes
34,married,no,364,no
39,single,yes,436,no
42,married,no,28,no
21,single,no,220,no
29,single,no,195,yes
39,married,no,198,no
29,married,yes,16,no
30,married,yes,111,no
35,married,no,592,yes
45,single,yes,318,no
29,married,yes,2089,yes
56,married,yes,400,no
36,married,no,181,no
25,married,yes,277,no
29,single,no,207,yes
54,married,no,131,no
30,married,no,520,no
57,single,no,388,no
27,single,yes,150,no
64,married,no,301,yes
27,single,no,255,no
58,married,no,380,no
56,married,no,260,no
51,married,yes,45,no
54,divorced,yes,57,no
41,divorced,no,229,no
37,married,no,158,no
38,divorced,no,172,no
26,single,no,273,yes
33,married,yes,258,no
47,married,yes,836,yes
27,single,no,491,no
41,married,no,163,no
35,married,yes,201,no
28,married,yes,163,no
42,divorced,no,192,no
42,married,no,138,no
25,single,yes,984,no
27,single,no,1508,yes
43,married,no,73,no
44,single,no,74,no
39,married,no,402,no
56,married,no,233,no
37,married,no,127,no
82,single,yes,185,no
29,single,yes,205,no
51,married,yes,438,no
67,married,no,341,yes
39,divorced,no,261,yes
53,married,unknown,259,no
54,married,no,220,no
36,married,yes,235,no
41,single,yes,273,no
42,single,no,295,no
46,married,no,227,no
47,married,no,348,no
55,married,yes,413,no
52,married,yes,151,no
35,married,no,88,no
34,single,yes,159,no
47,married,yes,20,no
25,single,yes,114,no
42,married,yes,270,no
36,married,yes,141,no
36,married,yes,558,yes
55,divorced,no,210,no
26,single,yes,1447,yes
48,divorced,yes,78,no
39,married,yes,258,no
98,married,yes,272,yes
34,divorced,yes,1491,yes
41,married,yes,909,no
35,single,no,725,no
62,married,yes,164,no
33,married,no,11,no
33,married,yes,145,no
36,married,no,63,no
27,single,yes,282,no
36,married,yes,78,no
41,divorced,no,115,no
52,married,yes,98,no
46,divorced,no,179,no
38,married,yes,389,no
27,single,no,212,no
37,married,yes,724,no
42,divorced,no,220,no
25,single,yes,105,no
68,single,yes,81,no
29,single,yes,362,no
40,married,yes,1689,yes
45,divorced,no,508,no
49,married,yes,76,no
79,married,no,126,no
48,married,yes,119,no
42,married,yes,671,no
50,married,no,151,no
30,single,no,638,yes
46,single,no,191,no
29,married,no,202,no
31,married,yes,547,yes
54,married,no,1730,yes
41,married,no,189,no
45,married,no,22,no
44,single,yes,804,no
30,divorced,yes,124,no
41,single,yes,464,no
48,single,no,271,no
32,married,yes,39,no
36,married,yes,92,no
32,married,yes,460,no
31,single,yes,194,no
32,married,yes,67,no
53,married,no,165,no
37,single,no,18,no
30,single,yes,400,yes
43,married,yes,30,no
32,married,no,70,no
49,married,no,394,no
33,single,yes,483,no
36,married,no,86,no
36,married,no,55,no
41,married,no,197,no
51,divorced,yes,141,no
32,single,unknown,143,no
38,married,yes,173,no
58,divorced,yes,76,no
46,married,no,405,no
60,married,yes,149,yes
42,married,yes,223,no
42,single,no,172,no
47,married,no,107,no
32,single,yes,202,no
50,married,no,128,no
30,married,no,72,no
45,divorced,no,488,no
32,married,no,153,no
35,divorced,unknown,66,no
50,married,yes,153,no
42,single,yes,145,no
38,single,no,246,no
37,married,yes,177,no
31,married,yes,15,no
31,married,yes,55,no
26,single,yes,190,yes
37,married,no,219,no
43,married,yes,105,no
39,married,no,530,no
31,married,yes,158,no
39,married,no,62,no
44,divorced,no,132,no
53,married,yes,94,no
42,married,yes,411,no
33,married,yes,112,no
40,married,no,210,no
41,married,yes,432,no
32,single,yes,467,no
47,single,no,310,no
27,married,yes,231,no
25,single,yes,712,yes
45,married,no,128,no
45,married,no,198,no
49,married,yes,87,no
31,married,unknown,356,no
23,single,no,220,no
45,divorced,no,78,no
39,married,yes,107,no
48,married,yes,244,no
36,married,yes,82,no
56,married,no,24,no
36,married,no,262,no
32,married,yes,73,no
34,married,yes,116,no
52,single,yes,150,no
53,married,yes,185,no
40,married,yes,62,no
30,single,no,135,no
39,married,yes,225,no
43,married,yes,177,no
29,divorced,no,869,no
28,single,no,550,no
33,single,no,54,no
33,single,yes,135,no
50,divorced,no,323,no
24,single,no,220,no
42,married,yes,9,no
48,married,yes,122,no
58,married,yes,41,no
32,single,yes,66,no
18,single,yes,114,no
62,married,yes,152,no
37,single,yes,145,no
36,single,yes,276,no
33,single,no,191,no
44,married,yes,223,no
54,divorced,no,499,yes
48,divorced,yes,507,no
47,married,no,645,no
29,single,yes,272,yes
24,single,yes,487,no
37,married,no,547,no
42,divorced,no,26,no
35,married,no,153,no
39,married,no,108,no
30,single,yes,255,no
37,married,no,1184,no
33,divorced,no,1218,yes
39,married,no,225,no
40,divorced,no,101,no
53,divorced,no,390,no
30,single,yes,489,yes
47,married,yes,437,yes
57,married,no,486,no
32,single,no,352,no
35,single,yes,133,no
53,divorced,no,504,no
37,married,no,85,no
34,married,yes,256,no
38,married,yes,208,no
30,single,yes,385,yes
54,married,no,174,no
33,married,yes,47,no
33,single,unknown,498,no
29,married,yes,82,no
53,married,no,123,no
28,single,yes,242,no
40,married,yes,1057,yes
29,married,no,83,no
25,married,no,71,no
49,married,yes,611,no
26,single,no,96,no
33,married,yes,737,yes
30,single,no,159,no
58,married,yes,88,no
52,married,yes,272,no
50,married,yes,160,yes
54,single,no,185,no
44,married,yes,178,no
33,married,yes,154,no
33,single,yes,289,yes
29,married,yes,380,no
69,married,yes,153,no
48,married,no,362,no
37,married,no,119,no
31,married,no,231,no
34,divorced,no,973,no
29,single,no,1055,yes
35,married,yes,42,no
30,single,yes,63,no
53,married,no,93,no
30,single,yes,183,no
53,married,yes,152,no
51,married,no,134,no
30,married,no,255,no
25,single,no,234,no
60,married,yes,220,no
55,divorced,no,203,no
26,married,yes,649,no
36,married,no,469,no
33,single,yes,337,no
38,married,no,357,no
58,married,no,799,no
48,married,yes,154,no
58,married,yes,225,no
39,married,no,47,no
41,married,no,377,yes
70,divorced,yes,380,no
35,married,yes,56,no
55,married,no,988,yes
42,married,no,579,no
32,single,yes,42,no
35,married,yes,125,no
75,married,yes,1020,no
32,married,no,219,no
35,married,no,759,no
34,married,yes,85,no
44,married,yes,188,no
34,married,no,63,no
41,married,no,154,no
44,married,no,327,no
32,single,yes,70,no
40,married,yes,151,no
41,married,yes,950,no
56,married,yes,198,no
34,single,no,27,no
53,divorced,no,327,no
36,single,yes,210,no
29,single,yes,259,no
39,divorced,yes,398,yes
38,married,yes,744,no
44,married,yes,222,no
40,married,no,389,no
49,married,yes,397,yes
37,married,yes,94,no
27,single,yes,168,no
50,married,no,102,no
25,divorced,no,159,no
43,married,no,112,no
39,divorced,yes,305,no
22,single,yes,143,no
50,married,yes,400,no
51,married,yes,153,no
48,married,yes,1025,yes
32,married,no,44,no
54,married,unknown,296,no
50,divorced,yes,102,no
25,single,yes,165,no
34,married,yes,96,no
48,married,no,163,no
45,married,no,164,no
54,married,no,18,no
53,married,yes,62,no
56,married,yes,375,no
56,married,no,97,no
38,divorced,unknown,81,no
24,single,yes,345,no
43,married,no,119,no
50,married,yes,146,no
50,married,no,70,no
31,married,yes,111,no
30,single,no,207,no
32,married,no,228,no
29,married,yes,82,no
39,married,yes,57,no
